REFERENCE,CHILD_DRIVE,BIRTHDAY,AGE,HOME_CHILDREN,JOB_TENURE,INCOME,HOME_VAL,MARITAL_STATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,CAR_COST,PTIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,CITY_RURAL
285566265,0,05-Mar-57,42,0,10,"£123,143","£300,853",No,F,Masters,Manager,16,Private,24930,4,Minivan,0,0,No,3,0,14,0,City
461573915,0,04-Feb-50,49,0,8,"£22,059","£121,941",Yes,F,<High School,Clerical,24,Commercial,21990,11,Pickup,0,0,No,1,0,1,0,City
735267214,1,04-Aug-63,36,1,12,"£50,750",£0,No,F,Masters,Manager,26,Private,10170,7,SUV,5877,3,No,7,0,14,0,City
225215551,0,18-May-65,34,1,10,"£23,571",£0,No,M,High School,Clerical,35,Commercial,12180,7,Pickup,0,0,No,0,0,7,0,City
715988300,0,23-Sep-50,49,0,0,£0,"£79,114",Yes,F,PhD,Home Maker,28,Private,18110,7,SUV,0,0,No,1,0,1,0,City
473135731,0,09-Jan-47,52,0,12,"£35,631","£153,476",Yes,M,High School,Clerical,39,Private,6040,10,Minivan,0,0,No,0,0,1,0,City
754422565,0,14-May-49,50,0,11,"£129,234",£0,No,M,PhD,Doctor,37,Private,21200,4,Van,0,0,No,0,0,,0,City
264474096,0,17-Aug-46,53,0,12,,£0,No,F,<High School,Clerical,16,Private,11650,10,SUV,6175,1,No,2,0,7,0,City
683378483,0,16-May-44,55,0,14,"£55,409","£161,588",Yes,M,Bachelors,z_Blue Collar,45,Commercial,27890,4,Panel Truck,0,0,No,0,0,14,0,Rural
986629118,1,14-Jan-59,40,2,12,"£35,260","£141,167",Yes,F,<High School,z_Blue Collar,31,Private,9740,7,SUV,2235,1,No,8,0,1,0,City
925227514,0,23-Nov-58,40,4,15,"£48,067","£186,769",No,F,Bachelors,Clerical,21,Private,18120,8,Minivan,0,0,No,0,0,8,0,City
437239046,0,16-Mar-54,45,2,12,"£64,867","£211,052",Yes,F,Masters,Lawyer,21,Private,12490,1,SUV,0,0,No,0,0,10,0,City
493235037,0,04-Jul-19,80,2,23,"£97,716","£387,787",Yes,M,Bachelors,Professional,14,Private,15920,13,Minivan,0,0,No,2,0,10,0,City
503906420,0,03-Apr-51,48,0,10,"£39,613","£160,491",Yes,M,High School,z_Blue Collar,48,Commercial,8460,10,Pickup,7437,2,No,6,0,1,0,City
931284804,0,09-Jul-62,37,0,11,,£0,No,M,High School,Student,69,Private,14130,1,Minivan,0,0,No,1,0,,0,Rural
384628643,0,21-Oct-59,40,0,11,"£49,780",£0,No,F,<High School,Clerical,52,Private,10500,6,Sports Car,0,0,No,0,0,1,0,Rural
919341680,0,12-Jan-73,26,3,9,"£33,283","£102,654",Yes,M,Bachelors,z_Blue Collar,37,Commercial,7690,10,Pickup,0,0,No,2,2201,16,1,City
122722410,0,04-Oct-54,45,0,11,"£60,845",£0,No,F,Bachelors,Manager,31,Private,24260,4,Minivan,0,0,No,0,0,18,0,City
138562850,0,05-Feb-53,46,0,7,"£26,697","£135,672",Yes,F,<High School,Clerical,44,Private,15080,6,SUV,0,0,Yes,4,0,1,0,City
582602737,0,14-Jan-57,42,0,12,"£136,344",£0,No,F,PhD,Doctor,44,Private,13160,1,Sports Car,0,0,No,0,6099,17,1,City
349219108,0,19-Oct-63,36,0,7,"£70,313","£208,122",Yes,F,Bachelors,Professional,56,Private,14960,6,Minivan,7650,3,No,5,0,4,0,City
197076194,0,04-Jul-54,45,3,15,"£23,773",£0,No,F,High School,Home Maker,9,Commercial,34510,7,Van,0,0,No,0,0,1,0,Rural
751811972,0,23-Oct-47,52,0,11,"£115,713","£331,747",No,F,Bachelors,Professional,29,Private,21660,6,Sports Car,0,0,No,0,0,11,0,Rural
345771306,0,13-Sep-58,41,0,8,"£55,364",£0,No,M,High School,Clerical,17,Commercial,31390,1,Panel Truck,0,0,No,3,0,1,0,Rural
164734443,0,23-Jun-63,36,0,14,"£27,693","£131,106",Yes,F,<High School,Clerical,38,Private,11300,10,Sports Car,19385,1,No,4,0,7,0,City
449363369,0,31-Mar-43,56,0,0,£0,"£103,058",Yes,F,Bachelors,Home Maker,29,Private,27890,13,SUV,25147,2,No,0,0,9,0,City
699382604,1,25-Apr-46,53,1,0,£0,£0,Yes,F,<High School,Student,34,Private,1500,10,Sports Car,1175,3,No,2,0,7,0,Rural
270402636,0,06-Jan-60,39,0,12,"£32,936","£170,060",No,F,High School,Clerical,12,Private,1500,6,SUV,0,0,No,0,3956,7,1,City
847568213,0,08-Sep-61,38,0,11,"£33,151","£187,810",Yes,F,Bachelors,Professional,31,Private,11530,13,SUV,0,0,No,0,0,9,0,Rural
581342206,1,18-Jun-54,45,3,0,£0,£0,No,M,High School,Home Maker,36,Private,16510,4,Minivan,17445,3,Yes,0,2616,1,1,City
586056136,0,16-Oct-53,46,0,14,"£24,575","£173,814",Yes,F,High School,Home Maker,72,Private,8560,10,Sports Car,0,0,No,0,0,9,0,Rural
621465072,0,09-Feb-56,43,2,16,"£32,546","£200,087",Yes,M,<High School,Clerical,48,Private,5800,10,Minivan,0,0,No,1,0,5,0,City
658489952,1,11-Feb-45,54,1,0,£0,£0,No,F,Bachelors,Home Maker,21,Private,18820,6,SUV,5537,1,No,6,0,9,0,City
830855632,0,17-Feb-44,55,0,16,"£163,158","£425,764",Yes,M,Masters,,43,Commercial,23320,10,Panel Truck,0,0,No,3,0,19,0,City
159680310,0,20-Oct-38,61,0,10,"£58,212","£227,091",Yes,F,<High School,z_Blue Collar,37,Private,13420,1,Sports Car,3573,3,No,3,0,1,0,Rural
444239590,0,26-Jul-49,50,0,7,"£73,308","£243,533",No,M,Masters,Lawyer,37,Private,18720,7,Van,0,0,No,2,0,19,0,Rural
34434267,0,20-Dec-36,62,0,12,"£22,181","£188,426",No,F,High School,Clerical,24,Private,17880,7,Sports Car,9873,3,No,5,3653,1,1,City
416505182,0,07-Sep-46,53,0,15,"£84,345","£262,962",Yes,F,Bachelors,Manager,36,Private,9930,4,SUV,0,0,No,3,6720,5,1,City
642987359,0,15-May-47,52,0,12,"£24,590","£168,774",Yes,M,High School,z_Blue Collar,59,Commercial,10350,14,Minivan,1507,1,No,0,0,,0,City
930929206,0,24-Jul-45,54,0,15,"£107,808","£284,519",Yes,F,Bachelors,Manager,45,Commercial,27020,7,Pickup,1780,3,No,0,0,6,0,City
23391155,0,19-Feb-46,53,1,13,"£52,759","£164,906",Yes,F,Bachelors,Professional,41,Private,24160,9,Minivan,0,0,No,0,0,13,0,Rural
922808394,0,03-Nov-48,51,0,15,"£76,443","£253,247",Yes,F,Masters,Lawyer,7,Private,25450,6,SUV,5958,2,No,5,0,,0,City
391760011,0,01-Jul-60,39,2,12,"£59,685","£195,512",Yes,M,High School,z_Blue Collar,42,Commercial,7470,7,Pickup,0,0,No,0,0,1,0,Rural
987326546,0,08-Dec-60,38,0,12,"£90,647","£248,106",Yes,F,Masters,Lawyer,38,Private,13740,4,Minivan,8450,1,No,0,0,15,0,Rural
381161377,0,09-Jul-57,42,0,10,"£43,174","£210,481",No,M,<High School,z_Blue Collar,47,Commercial,10020,13,Pickup,0,0,No,0,4433,1,1,City
382476479,0,29-Aug-68,31,2,14,"£30,653",£0,No,F,High School,Clerical,41,Private,12930,13,Sports Car,35666,2,Yes,0,1826,7,1,City
841940867,0,22-Jun-55,44,0,4,"£146,267","£357,184",Yes,M,Masters,,51,Commercial,6720,4,Pickup,0,0,No,0,0,10,0,City
754620325,0,13-May-58,41,2,0,£0,"£53,589",No,F,Masters,Home Maker,18,Private,32090,6,Minivan,0,0,No,0,0,17,0,Rural
112683646,3,29-Mar-63,36,4,0,,£0,Yes,F,High School,Student,54,Private,1500,4,SUV,0,0,No,5,6662,10,1,City
940500522,0,12-Nov-51,48,1,10,"£84,629","£312,554",Yes,F,Bachelors,Manager,36,Private,15060,7,SUV,9592,1,No,0,0,10,0,City
934739805,0,18-Jun-50,49,0,13,"£59,148","£160,479",Yes,F,High School,Professional,18,Private,12310,1,SUV,8948,1,No,0,0,1,0,City
819642529,1,28-Nov-53,45,2,17,"£111,268","£290,952",Yes,F,Masters,Lawyer,47,Private,24600,1,Van,28026,2,Yes,2,4681,10,1,City
810723697,0,08-Sep-52,47,0,10,"£81,899","£235,723",No,M,High School,Professional,25,Private,14390,1,Minivan,0,0,No,0,0,1,0,City
457987162,0,16-Mar-58,41,0,10,"£97,700",£0,No,F,Bachelors,Home Maker,44,Private,26250,8,Pickup,0,0,No,0,0,6,0,Rural
601891328,0,22-Jun-54,45,3,,"£1,158",£0,Yes,F,High School,Student,10,Commercial,6120,10,SUV,0,0,No,0,0,1,0,Rural
62418137,0,21-May-46,53,0,15,"£114,088","£307,358",Yes,F,High School,Manager,25,Private,22920,10,Pickup,0,0,No,0,0,8,0,City
312200998,0,24-May-48,51,0,13,"£80,621","£260,763",Yes,F,High School,Professional,26,Private,25700,1,Van,0,0,No,0,0,1,0,City
441643202,0,02-Aug-48,51,1,12,"£94,328","£334,204",Yes,F,Masters,Lawyer,45,Private,6900,3,Sports Car,0,0,No,0,0,1,0,City
378763891,0,17-Oct-63,36,3,11,"£49,703","£248,069",No,M,Masters,,38,Commercial,42550,1,Panel Truck,35879,1,Yes,0,52500,20,1,City
528728477,0,21-Dec-55,43,0,12,,"£176,361",No,F,Bachelors,Manager,55,Private,8160,1,SUV,6836,3,No,0,0,6,0,City
792196051,0,13-Apr-56,43,0,11,,"£209,989",Yes,F,High School,z_Blue Collar,32,Commercial,13160,13,Minivan,8569,3,Yes,3,0,1,0,City
58776285,0,28-Feb-46,53,0,13,"£25,289","£106,841",Yes,F,<High School,Home Maker,31,Private,13850,1,SUV,0,0,No,0,4206,7,1,City
273369457,0,06-May-59,40,0,7,"£95,405",£0,No,M,Masters,,35,Commercial,24220,4,Panel Truck,0,0,No,3,0,14,0,City
321756880,0,22-Apr-68,31,3,14,"£26,112","£119,105",Yes,F,<High School,Clerical,58,Private,14030,3,SUV,0,0,No,0,4337,5,1,Rural
720467228,0,23-Aug-67,32,3,13,"£30,955","£110,588",No,F,High School,Clerical,9,Private,7800,4,SUV,0,0,Yes,0,2877,8,1,City
272574318,0,21-Nov-40,58,0,12,"£131,560",£0,No,F,PhD,Doctor,40,Private,14870,1,SUV,0,0,No,2,19323,14,1,City
170341954,0,29-Aug-50,49,1,15,"£89,612","£264,042",Yes,M,Masters,Professional,23,Commercial,6400,10,Pickup,0,0,No,0,0,23,0,City
589266751,0,08-Mar-49,50,0,14,"£90,566","£291,630",No,F,Masters,Lawyer,40,Private,23260,17,Van,0,0,No,0,0,18,0,City
82438997,0,14-Dec-53,45,2,12,"£62,447","£203,472",No,M,High School,z_Blue Collar,39,Commercial,12240,7,Minivan,0,0,No,0,0,1,0,City
290532681,0,06-Mar-53,46,0,5,"£108,701","£335,316",Yes,F,Masters,Manager,38,Private,12070,3,SUV,0,0,No,0,0,17,0,City
775565803,0,01-Aug-52,47,0,12,"£94,774","£254,197",No,M,High School,Manager,43,Commercial,21070,1,Van,3460,1,No,1,0,13,0,City
406716758,1,28-Dec-55,43,2,16,"£72,357","£286,963",Yes,M,Bachelors,z_Blue Collar,40,Commercial,23190,1,Minivan,0,0,No,0,0,7,0,City
75059545,0,02-Sep-58,41,0,12,"£80,718",£0,No,F,Bachelors,Professional,29,Private,26480,11,Sports Car,8623,3,No,5,0,8,0,City
390391019,0,07-Feb-51,48,0,11,"£140,112","£338,079",No,F,PhD,,47,Commercial,28380,10,Pickup,0,0,No,2,0,17,0,City
92266258,0,05-May-60,39,0,11,"£19,016","£176,839",No,M,High School,Professional,22,Commercial,10950,13,Pickup,0,0,No,0,0,8,0,Rural
968152368,0,22-Oct-50,49,0,0,£0,£0,No,F,High School,Home Maker,56,Private,19810,7,Minivan,0,0,No,1,0,1,0,Rural
320606745,0,22-Apr-54,45,0,,"£19,909","£128,767",Yes,F,<High School,Clerical,14,Private,7990,1,Sports Car,0,0,No,0,0,1,0,City
763546349,0,02-Feb-63,36,0,,"£4,885","£99,900",Yes,F,Masters,Lawyer,35,Private,7080,6,SUV,5486,1,No,5,0,17,0,City
484098012,1,17-Nov-40,59,1,12,"£119,382",£0,No,F,Masters,Manager,26,Commercial,24130,13,Pickup,0,0,No,0,2711,16,1,City
718072463,0,19-Dec-38,60,0,13,"£89,511","£221,658",Yes,M,Masters,,5,Commercial,11380,4,Pickup,4470,3,No,0,0,15,0,City
638536907,0,29-Jul-50,49,0,15,"£107,375","£334,004",Yes,F,Bachelors,Professional,12,Private,19840,3,SUV,0,0,No,0,0,,0,City
334788395,0,02-Jun-54,45,2,13,"£36,947","£161,792",Yes,F,High School,Clerical,32,Private,6200,6,SUV,0,0,No,0,0,1,0,City
645904097,0,01-Sep-65,34,2,13,"£27,581",£0,No,M,<High School,z_Blue Collar,38,Commercial,12250,4,Minivan,0,0,No,6,0,5,0,Rural
281496208,0,22-Nov-41,57,0,14,"£8,212",£0,Yes,M,<High School,Student,5,Private,7200,4,Pickup,0,0,No,0,1162,,1,City
330583611,0,29-Oct-66,33,1,11,"£86,187","£237,424",No,M,Bachelors,Professional,80,Private,13420,17,Minivan,0,0,No,1,0,5,0,Rural
469933313,0,21-Apr-47,52,0,12,"£42,255",£0,No,M,High School,z_Blue Collar,60,Commercial,22280,3,Minivan,0,0,No,1,0,12,0,City
729998807,0,30-Jun-46,53,0,13,"£37,646",£0,Yes,F,High School,Clerical,19,Private,16020,4,SUV,7462,2,No,0,0,10,0,City
190155317,0,10-May-42,57,0,8,,"£260,330",Yes,F,Bachelors,z_Blue Collar,42,Commercial,32530,1,Minivan,0,0,No,2,0,9,0,City
160311489,0,23-Jun-62,37,0,11,"£116,043",£0,No,F,Bachelors,Home Maker,39,Private,16800,17,SUV,0,0,No,3,0,9,0,City
13754425,0,01-Aug-54,45,2,,"£89,479","£238,015",Yes,M,Bachelors,Manager,30,Private,14950,10,Minivan,0,0,No,0,0,8,0,City
314329596,0,22-Dec-60,38,0,8,"£92,917",£0,No,M,Bachelors,Professional,57,Private,15120,1,Minivan,722,3,No,0,0,4,0,Rural
119788926,0,25-Jun-63,36,3,7,"£29,741",£0,No,F,<High School,Clerical,31,Private,8070,6,SUV,2797,2,No,0,0,7,0,City
335706802,0,26-Dec-47,51,0,12,"£3,673","£122,303",Yes,M,High School,Student,5,Commercial,11180,10,Pickup,0,0,No,0,0,1,0,Rural
196318853,1,01-Mar-60,39,2,15,"£61,370",£0,No,M,Masters,Manager,6,Commercial,21770,6,Van,35577,3,Yes,0,4649,12,1,City
944419063,0,03-Jan-48,51,0,13,"£32,159","£195,096",No,F,<High School,z_Blue Collar,45,Private,2600,6,SUV,0,0,Yes,2,0,6,0,Rural
870743869,2,14-Aug-59,40,3,14,"£20,126","£138,998",No,F,<High School,z_Blue Collar,5,Private,8260,6,SUV,0,0,No,0,0,1,0,City
17880810,0,20-Aug-45,54,0,11,"£44,782","£148,379",No,F,<High School,Clerical,83,Private,30260,3,SUV,0,0,No,0,5259,9,1,City
645000039,0,23-Dec-64,34,4,14,"£59,828",£0,No,F,Bachelors,z_Blue Collar,55,Commercial,10880,10,SUV,0,0,No,0,0,13,0,City
594467420,1,14-Jan-58,41,2,14,"£74,022","£247,884",Yes,F,Masters,Manager,51,Private,13000,10,Sports Car,4418,1,No,0,0,12,0,City
756140580,0,16-Oct-63,36,0,11,"£80,256","£233,758",Yes,M,Bachelors,z_Blue Collar,9,Commercial,14860,4,Minivan,2592,4,No,1,0,15,0,City
605748289,0,18-Jun-44,55,0,14,"£6,094",£0,Yes,M,High School,Student,28,Commercial,22770,4,Panel Truck,2631,1,No,1,0,1,0,City
930282594,1,28-Jan-54,45,2,0,£0,"£69,185",Yes,F,Masters,Home Maker,27,Private,14300,1,Minivan,9062,1,No,1,0,11,0,City
128484499,2,29-Jan-54,45,2,12,"£30,085","£127,681",Yes,M,<High School,Clerical,43,Commercial,7200,4,Pickup,0,0,Yes,3,3724,8,1,City
901443160,0,05-Feb-49,50,0,11,"£80,241",£0,No,F,Masters,Lawyer,17,Private,14520,4,Pickup,7628,2,No,7,0,11,0,City
50629045,1,29-Dec-54,44,2,15,"£46,140","£171,451",Yes,M,High School,z_Blue Collar,29,Commercial,10510,1,Pickup,4276,3,No,7,5790,1,1,City
465629484,0,11-May-44,55,0,12,"£55,673","£250,100",Yes,F,Bachelors,z_Blue Collar,43,Commercial,27400,14,Van,0,0,No,0,0,13,0,City
752931241,0,21-Aug-55,44,0,8,"£32,317",£0,No,M,High School,Clerical,68,Private,22450,7,Minivan,3738,1,No,8,4389,1,1,City
656528078,0,09-Mar-49,50,0,9,"£58,762",£0,No,M,Masters,Lawyer,13,Private,13320,6,Minivan,5253,3,No,0,0,8,0,City
934286635,0,09-Oct-39,60,0,15,"£76,899","£272,796",Yes,M,PhD,Doctor,33,Private,7900,4,Sports Car,45574,3,Yes,0,0,14,0,City
128002194,0,29-Jan-59,40,0,12,"£48,640",£0,No,M,High School,z_Blue Collar,19,Commercial,10360,1,Pickup,0,0,No,0,0,4,0,Rural
65790066,0,03-Mar-42,57,0,6,"£78,592","£244,849",Yes,F,High School,z_Blue Collar,41,Commercial,15760,7,Sports Car,9462,3,No,0,0,8,0,City
357762726,0,10-Oct-52,47,0,12,"£80,105",£0,No,M,Masters,Manager,28,Private,14210,6,Minivan,0,0,No,1,0,12,0,City
53702103,0,12-Sep-52,47,0,,"£21,282",£0,Yes,M,High School,Student,40,Commercial,18150,1,Van,6544,1,No,3,5556,,1,City
197015157,0,17-Oct-35,64,0,13,"£61,521","£245,891",Yes,F,Masters,Lawyer,42,Private,7650,1,Sports Car,0,0,No,8,7375,9,1,City
944239689,0,05-Apr-65,34,1,9,"£105,554","£225,730",No,M,Masters,Lawyer,75,Private,5300,4,Minivan,7504,2,No,2,1146,20,1,City
48124408,0,19-Dec-46,52,0,6,"£147,666","£404,286",Yes,F,Masters,Lawyer,43,Private,6700,11,SUV,0,0,No,0,0,17,0,Rural
739230069,1,01-Feb-57,42,1,3,"£69,290",£0,No,M,Masters,,30,Commercial,23900,4,Panel Truck,1052,2,No,1,2390,11,1,City
620638009,2,28-Nov-57,41,2,8,,£0,Yes,M,<High School,Student,43,Commercial,5850,1,Pickup,9419,1,No,5,0,6,0,Rural
192114963,0,10-Oct-58,41,2,10,"£78,675","£262,796",No,M,Bachelors,z_Blue Collar,33,Commercial,13470,11,Minivan,0,0,No,0,0,3,0,City
242777133,0,18-Feb-86,,2,8,"£2,954",£0,No,F,<High School,Clerical,21,Private,3100,9,Sports Car,10099,2,No,4,6191,5,1,City
975778622,0,02-Mar-45,54,0,11,"£105,762",£0,No,M,Masters,Lawyer,5,Private,17480,6,Minivan,0,0,Yes,2,0,18,0,City
277552954,0,03-Feb-57,42,2,11,"£79,185","£246,319",Yes,F,Bachelors,Professional,28,Private,13020,3,SUV,6689,1,No,5,0,1,0,City
33544630,0,30-Jan-43,56,0,13,"£111,702",£0,No,F,PhD,Manager,18,Private,18270,6,SUV,0,0,No,0,0,17,0,City
496107895,0,30-Apr-49,50,0,10,"£219,024",£0,No,M,PhD,,27,Commercial,23370,4,Panel Truck,4117,2,No,4,0,20,0,City
646753404,0,16-Mar-40,59,0,12,"£5,005","£157,688",No,F,High School,Student,29,Private,7500,1,SUV,0,0,Yes,0,0,,0,City
511097692,0,26-Dec-47,51,0,10,"£55,573",£0,No,F,Masters,Lawyer,18,Private,12160,1,SUV,9768,1,No,6,0,14,0,City
673726800,0,30-Mar-46,53,0,8,"£61,862","£243,918",Yes,M,PhD,Doctor,33,Private,11270,1,Pickup,0,0,No,0,679,14,1,City
362716446,0,01-Feb-64,35,0,11,"£13,760",£0,No,F,High School,Student,27,Commercial,7700,6,SUV,10177,2,No,3,0,1,0,City
758370952,0,17-Oct-45,54,0,13,"£88,668","£321,482",Yes,F,PhD,Lawyer,64,Private,20090,4,Minivan,10520,2,No,1,1044,14,1,City
621176428,0,03-Jun-49,50,0,13,"£2,657","£107,606",Yes,F,Masters,Home Maker,62,Private,10480,13,Sports Car,20452,2,Yes,2,5085,11,1,City
180019907,0,03-Nov-70,29,1,11,"£51,122","£203,263",Yes,F,Bachelors,z_Blue Collar,39,Commercial,10470,1,SUV,19030,3,Yes,9,0,9,0,City
756376204,0,29-Dec-66,32,3,14,"£21,944","£126,458",Yes,F,<High School,z_Blue Collar,34,Private,7270,1,SUV,0,0,Yes,1,0,1,0,City
510001503,0,02-May-42,57,0,12,,£0,No,F,High School,Clerical,19,Private,11650,4,SUV,10231,1,No,0,677,1,1,City
919835907,0,08-Aug-56,43,0,10,"£97,953",£0,No,M,Bachelors,z_Blue Collar,43,Commercial,27180,1,Panel Truck,4784,2,No,4,0,,0,City
880702697,0,20-Apr-55,44,0,0,£0,"£105,744",Yes,F,Bachelors,Home Maker,28,Private,14190,4,Sports Car,35430,2,Yes,2,0,8,0,City
899830494,1,25-Feb-61,38,2,14,"£83,937","£238,366",Yes,F,Bachelors,z_Blue Collar,27,Commercial,13800,3,SUV,10851,2,No,0,0,10,0,City
666444862,1,11-Jan-62,37,2,14,"£96,188",£0,No,F,Bachelors,Professional,48,Private,13340,1,SUV,0,0,Yes,1,0,10,0,City
476379522,1,29-Dec-43,55,1,14,"£17,820","£113,691",Yes,F,Bachelors,Home Maker,33,Private,13340,1,SUV,6913,1,No,3,0,8,0,Rural
142840345,2,10-Apr-48,51,2,14,"£62,894","£230,826",Yes,F,Bachelors,Clerical,84,Private,5990,17,Sports Car,0,0,Yes,0,0,10,0,Rural
874440593,1,03-May-57,42,2,12,"£68,090","£170,533",No,F,Bachelors,z_Blue Collar,45,Commercial,11750,1,Minivan,9261,1,No,3,2278,12,1,City
790738376,0,25-Mar-54,45,2,4,"£25,032",£0,No,F,High School,Clerical,33,Commercial,6100,1,Pickup,5771,1,No,5,6071,1,1,Rural
256323118,0,11-Apr-45,54,0,12,"£52,078","£197,335",Yes,M,Masters,,51,Commercial,23250,1,Panel Truck,5039,1,No,4,4920,18,1,City
155781501,0,07-May-51,48,0,14,"£42,008","£174,104",Yes,F,Masters,Lawyer,23,Private,10000,4,SUV,0,0,No,0,0,14,0,Rural
597296394,0,12-Jul-45,54,0,8,"£90,149","£261,569",Yes,F,Masters,Manager,17,Private,15910,4,SUV,0,0,No,1,0,10,0,City
999482663,0,13-Aug-51,48,0,12,"£22,633","£136,764",Yes,F,Bachelors,Manager,29,Private,16730,13,SUV,0,0,No,0,0,9,0,City
612923010,0,03-Mar-49,50,0,0,£0,"£107,540",Yes,M,<High School,Student,32,Private,4980,6,Minivan,0,0,No,0,0,1,0,Rural
514109893,0,08-May-74,25,1,9,"£51,544",£0,No,F,High School,z_Blue Collar,44,Commercial,20630,1,SUV,7767,2,No,8,9639,1,1,City
353605491,0,29-Mar-44,55,0,15,"£75,249",£0,No,M,Masters,,5,Commercial,17020,1,Van,1316,2,No,1,5513,21,1,City
205543280,0,13-Jun-64,35,0,9,"£72,389","£215,731",No,F,PhD,Lawyer,44,Private,13440,1,Minivan,8185,4,No,2,0,10,0,City
695833713,0,11-Apr-70,29,1,8,"£73,842",£0,No,F,High School,z_Blue Collar,25,Commercial,22340,1,Sports Car,4769,1,No,4,3370,1,1,City
388238418,1,27-Dec-53,45,2,0,£0,£0,No,M,<High School,Student,33,Private,6000,1,Pickup,41818,1,Yes,3,4335,1,1,City
890299798,0,14-May-62,37,0,14,,"£141,915",No,F,Bachelors,Professional,34,Private,10370,6,SUV,663,2,No,0,0,9,0,City
663636222,0,27-Sep-43,56,0,16,"£109,521","£321,031",Yes,M,PhD,,29,Commercial,7100,7,Pickup,0,0,No,2,0,17,0,City
710752022,0,20-Oct-54,45,3,17,"£71,969","£212,929",No,F,Masters,Lawyer,44,Private,13060,6,SUV,0,0,No,0,0,1,0,City
824235589,0,03-Jan-48,51,0,11,"£117,016",£0,No,F,Masters,Manager,23,Private,20320,4,Minivan,1197,2,No,6,0,8,0,City
922784654,0,03-Jan-51,48,0,10,,£0,No,F,Bachelors,Professional,44,Private,24150,4,Minivan,0,0,No,1,0,10,0,Rural
616722972,0,10-Aug-47,52,0,13,"£37,295","£162,632",No,M,<High School,z_Blue Collar,29,Commercial,6700,4,Pickup,0,0,No,0,0,1,0,Rural
132742099,0,28-Nov-58,40,0,7,"£50,224",£0,No,M,High School,z_Blue Collar,16,Commercial,13780,1,Minivan,1937,2,No,6,0,5,0,City
82157353,0,12-Sep-58,41,1,13,"£109,957","£260,749",Yes,F,Masters,Lawyer,50,Private,29470,6,Sports Car,0,0,No,1,2328,18,1,City
884328607,0,18-Jul-55,44,2,14,"£44,141","£141,029",Yes,M,PhD,Doctor,11,Private,5900,10,Pickup,7401,1,No,0,0,0,0,City
499733944,0,14-Jun-45,54,0,,"£30,388",£0,No,M,Masters,Lawyer,24,Private,16580,4,Van,27130,2,No,0,0,13,0,City
993909059,0,15-Dec-56,42,0,12,"£85,752","£280,012",Yes,M,Masters,,35,Commercial,5700,13,Pickup,0,0,No,2,0,19,0,City
719425580,0,25-Mar-49,50,0,11,"£8,345",£0,Yes,M,<High School,Student,39,Private,15330,10,Minivan,0,0,No,0,0,5,0,Rural
573931423,0,02-Nov-61,38,0,14,"£10,486","£66,914",Yes,M,<High School,Clerical,33,Private,6350,1,Minivan,5702,1,No,4,4653,5,1,City
388050397,0,28-Jan-63,36,0,12,"£33,284","£142,428",Yes,F,High School,z_Blue Collar,68,Commercial,14640,10,SUV,0,0,No,0,0,10,0,City
125992610,0,20-Aug-37,62,0,12,"£33,713","£170,436",Yes,F,Bachelors,z_Blue Collar,26,Commercial,23470,4,Sports Car,41913,3,Yes,0,6866,15,1,City
594606184,0,24-Feb-52,47,0,7,"£76,462","£230,251",Yes,M,Bachelors,Professional,28,Private,13850,6,Minivan,0,0,No,0,0,7,0,City
674471094,0,15-Jan-52,47,0,7,"£144,957","£412,547",No,F,PhD,Doctor,22,Private,24120,3,SUV,0,0,No,4,0,1,0,City
833443761,0,11-Aug-53,46,0,8,"£79,317","£246,568",Yes,M,High School,Professional,5,Private,6100,1,Pickup,4263,2,No,7,0,6,0,City
542013577,0,09-Feb-57,42,0,9,"£64,705",£0,No,M,Masters,,46,Commercial,22560,1,Panel Truck,10375,4,No,6,0,19,0,City
314882114,0,27-Jun-55,44,1,,£0,"£69,475",Yes,F,Masters,Home Maker,19,Private,2640,4,Sports Car,2219,2,No,1,0,13,0,City
673112887,0,17-Sep-63,36,0,13,"£20,891","£135,750",Yes,F,High School,z_Blue Collar,39,Commercial,5100,1,SUV,2949,2,No,9,3673,7,1,City
196628077,0,28-Jan-66,33,3,0,£0,£0,Yes,M,<High School,Student,27,Private,10160,6,Pickup,8118,1,No,3,0,1,0,City
179892685,0,15-Oct-64,35,2,10,"£17,493","£103,314",No,F,<High School,Clerical,52,Private,19340,9,Minivan,5658,3,No,7,4710,1,1,City
100818915,0,15-Jun-56,43,0,11,"£142,297",£0,No,F,PhD,Lawyer,6,Private,24360,6,Minivan,0,0,No,0,0,,0,City
294957776,0,28-Mar-54,45,3,14,"£94,325","£300,532",Yes,M,Masters,Lawyer,54,Private,6960,1,SUV,0,0,No,2,4817,14,1,City
213361324,0,11-Apr-44,55,0,14,"£72,337","£211,220",Yes,M,PhD,Manager,28,Commercial,22980,3,Panel Truck,0,0,No,2,0,11,0,City
590277374,0,13-Jun-72,27,2,14,"£1,212",£0,Yes,M,High School,Student,30,Private,4200,11,Minivan,0,0,No,2,0,,0,City
234108296,0,08-Aug-58,41,0,13,"£157,237",£0,No,F,Masters,Manager,46,Private,17410,7,Minivan,0,0,No,0,0,15,0,City
